AGE,SEX
9.823408624,1
9.823408624,1
9.823408624,1
9.823408624,1
9.823408624,1
9.590691307,1
9.590691307,1
9.590691307,1
9.590691307,1
9.590691307,1
